no_evenm,annee,DT_ACCDN,HR_ACCDN,CD_ETAT_VICTM,CD_MUNCP,CIVIC_NUMBER,STREET_TYPE,STREET OF ACCIDENT,STREET_DIR,INTERSECTION TYPE,INTERSECTION,INTERSECTION DIRECTION,Geocoding address,NB_MORT_C,NB_BLESE_GRAVE_C,NB_BLESE_LEGER_C,nb_veh_accdn_c,agecond_1,agecond_2,agecond_3,agecond_4,agecond_5,agecond_6,agecond_7,agecond_8
301150710240030,2007,10/24/2007,18:44,3,66023,,,LA VERENDRYE,,,TRINITAIRES,," LA VERENDRYE  &  TRINITAIRES , Montreal, QC",0,0,1,1,59,,,,,,,
301150711010001,2007,11/1/2007,6:45,3,66023,,,JOLICOEUR,,,MONK,," JOLICOEUR  &  MONK , Montreal, QC",0,0,1,1,36,,,,,,,
301150711010005,2007,11/1/2007,10:20,3,66023,2525,,CENTRE,,,CHARLEVOIX,,"2525 CENTRE, Montreal, QC",0,0,1,1,57,,,,,,,
301150711030023,2007,11/3/2007,20:15,3,66023,,,GD TRUNK,,,CHARLEVOIX,," GD TRUNK  &  CHARLEVOIX , Montreal, QC",0,0,1,1,,,,,,,,
301150711210042,2007,11/21/2007,23:10,3,66023,,,ST REMI,,,PALM,," ST REMI  &  PALM , Montreal, QC",0,0,1,1,,,,,,,,
301150711230008,2007,11/23/2007,18:37,3,66023,,,ALLARD,,,IRWIN,," ALLARD  &  IRWIN , Montreal, QC",0,0,1,1,51,,,,,,,
301150711250022,2007,11/25/2007,18:15,3,66023,,,LAPRAIRIE,,,CENTRE,," LAPRAIRIE  &  CENTRE , Montreal, QC",0,0,1,1,43,,,,,,,
301150711280008,2007,11/28/2007,12:55,3,66023,,,ALLARD,,,DUMAS,," ALLARD  &  DUMAS , Montreal, QC",0,0,1,1,66,,,,,,,
301150711280016,2007,11/28/2007,16:59,3,66023,,,NOTRE-DAME,O,,DE LA STATION,," NOTRE-DAME O &  DE LA STATION , Montreal, QC",0,0,1,1,62,,,,,,,
301150711290009,2007,11/29/2007,10:30,3,66023,1759,,CENTRE,,,SHEARER,,"1759 CENTRE, Montreal, QC",0,0,1,1,70,,,,,,,
301150711300013,2007,11/30/2007,13:00,3,66023,1869,,DE L'EGLISE,,,EADIE,,"1869 DE L'EGLISE, Montreal, QC",0,0,1,1,51,,,,,,,
301150712010005,2007,12/1/2007,8:05,3,66023,2340,,NOTRE-DAME,O,,VINET,,"2340 NOTRE-DAME, Montreal, QC",0,0,1,1,31,,,,,,,
301150712060019,2007,12/6/2007,17:30,3,66023,,,HADLEY,,,D'ARCY MCGEE,," HADLEY  &  D'ARCY MCGEE , Montreal, QC",0,0,1,1,43,,,,,,,
301150712080021,2007,12/8/2007,14:45,3,66023,,BD,LA VERENDRYE,,,JOLICOEUR,,"BD LA VERENDRYE  &  JOLICOEUR , Montreal, QC",0,0,1,1,21,,,,,,,
301160701020007,2007,1/2/2007,14:00,3,66023,,,REGINA,,,VERDUN,," REGINA  &  VERDUN , Montreal, QC",0,0,1,1,52,,,,,,,
301160701160007,2007,1/16/2007,12:35,3,66023,,BD,LASALLE,,,EDNA,,"BD LASALLE  &  EDNA , Montreal, QC",0,0,1,1,22,,,,,,,
301160702120006,2007,2/12/2007,10:30,3,66023,,,GALT,,,VERDUN,," GALT  &  VERDUN , Montreal, QC",0,0,1,1,76,,,,,,,
301160702210020,2007,2/21/2007,18:50,3,66023,,,GORDON,,,WELLINGTON,," GORDON  &  WELLINGTON , Montreal, QC",0,0,1,1,,,,,,,,
301160703050006,2007,3/5/2007,16:40,3,66023,,,LASALLE,,,EDNA,," LASALLE  &  EDNA , Montreal, QC",0,0,1,2,47,63,,,,,,
301160703220022,2007,3/22/2007,20:20,3,66023,,,ARGYLE,,,VERDUN,," ARGYLE  &  VERDUN , Montreal, QC",0,0,1,1,45,,,,,,,
301160703310014,2007,3/31/2007,16:09,3,66023,3000,,WELLINGTON,,,HENRI DUHAMEL,,"3000 WELLINGTON, Montreal, QC",0,0,1,1,46,,,,,,,
301160703310016,2007,3/31/2007,18:15,3,66032,1150,,OSBORNE,,,BEURLING,,"1150 OSBORNE, Montreal, QC",0,0,1,1,39,,,,,,,
301160704130009,2007,4/13/2007,12:55,3,66023,,,5E AV,,,VERDUN,," 5E AV  &  VERDUN , Montreal, QC",0,0,1,1,20,,,,,,,
301160704130019,2007,4/13/2007,23:10,3,66023,,,LASALLE,,,HICKSON,," LASALLE  &  HICKSON , Montreal, QC",0,0,1,1,42,,,,,,,
301160704260014,2007,4/26/2007,11:25,3,66023,1150,,GALT,,,CHAMPLAIN,,"1150 GALT, Montreal, QC",0,0,1,1,21,,,,,,,
301160704270007,2007,4/27/2007,9:00,3,66023,3748,,WELLINGTON,,,REGINA,,"3748 WELLINGTON, Montreal, QC",0,0,1,1,72,,,,,,,
301160704270011,2007,4/27/2007,11:38,3,66023,,,DE L'EGLISE,,,CLAUDE,," DE L'EGLISE  &  CLAUDE , Montreal, QC",0,0,1,1,36,,,,,,,
301160705010015,2007,5/1/2007,,3,66023,,,DE L'EGLISE,,,LASALLE,," DE L'EGLISE  &  LASALLE , Montreal, QC",0,0,1,1,50,,,,,,,
301160705020010,2007,5/2/2007,7:20,3,66023,,,BANNANTYNE,,,WOODLAND,," BANNANTYNE  &  WOODLAND , Montreal, QC",0,0,1,1,39,,,,,,,
301160705050004,2007,5/5/2007,6:50,3,66023,,,ROLLAND,,,MONTHEITH,," ROLLAND  &  MONTHEITH , Montreal, QC",0,0,1,1,50,,,,,,,
301160705050007,2007,5/5/2007,11:10,3,66023,,,5E AV,,,VERDUN,," 5E AV  &  VERDUN , Montreal, QC",0,0,1,1,58,,,,,,,
301160705100012,2007,5/10/2007,8:45,3,66023,,,CHAMPLAIN,,,GALT,," CHAMPLAIN  &  GALT , Montreal, QC",0,0,1,1,,,,,,,,
301160705110025,2007,5/11/2007,,3,66023,,,BEURLING,,,BEATHY,," BEURLING  &  BEATHY , Montreal, QC",0,0,1,1,24,,,,,,,
301160705180017,2007,5/18/2007,21:39,2,66023,4501,,BANNANTYNE,,,WILLIBRORD,,"4501 BANNANTYNE, Montreal, QC",0,1,0,1,57,,,,,,,
301160706020012,2007,6/2/2007,16:25,3,66023,,,VERDUN,,,1RE AV,," VERDUN  &  1RE AV , Montreal, QC",0,0,1,1,35,,,,,,,
301160706150006,2007,6/15/2007,8:10,3,66023,,,BANNANTYNE,,,STEPHENS,," BANNANTYNE  &  STEPHENS , Montreal, QC",0,0,1,1,21,,,,,,,
301160707130011,2007,7/13/2007,15:02,3,66023,,,CHAMPLAIN,,,WOODLAND,," CHAMPLAIN  &  WOODLAND , Montreal, QC",0,0,1,1,43,,,,,,,
301160708210013,2007,8/21/2007,15:34,3,66023,,,DE L'EGLISE,,,ETHEL,," DE L'EGLISE  &  ETHEL , Montreal, QC",0,0,3,1,26,,,,,,,
301160708210013,2007,8/21/2007,15:34,3,66023,,,DE L'EGLISE,,,ETHEL,," DE L'EGLISE  &  ETHEL , Montreal, QC",0,0,3,1,26,,,,,,,
301160708210013,2007,8/21/2007,15:34,3,66023,,,DE L'EGLISE,,,ETHEL,," DE L'EGLISE  &  ETHEL , Montreal, QC",0,0,3,1,26,,,,,,,
301160709140016,2007,9/14/2007,14:39,3,66023,710,,DESMARCHAIS,,,VERDUN,,"710 DESMARCHAIS, Montreal, QC",0,0,1,1,69,,,,,,,
301160710050017,2007,10/5/2007,,3,66023,,,GORDON,,,WELLINGTON,," GORDON  &  WELLINGTON , Montreal, QC",0,0,1,1,37,,,,,,,
301160710090018,2007,10/9/2007,,3,66023,,BD,LASALLE,,,2E AV,,"BD LASALLE  &  2E AV , Montreal, QC",0,0,1,2,20,,,,,,,
301160710250011,2007,10/25/2007,12:48,2,66023,,,WELLINGTON,,,RIELLE,," WELLINGTON  &  RIELLE , Montreal, QC",0,1,0,1,38,,,,,,,
301160711010006,2007,11/1/2007,15:10,3,66023,,,WELLINGTON,,,4E AV,," WELLINGTON  &  4E AV , Montreal, QC",0,0,1,1,31,,,,,,,
301160711140020,2007,11/14/2007,18:15,3,66023,,,HICKSON,,,VERDUN,," HICKSON  &  VERDUN , Montreal, QC",0,0,1,1,36,,,,,,,
301160711230017,2007,11/23/2007,,3,66023,,,VERDUN,,,HICKSON,," VERDUN  &  HICKSON , Montreal, QC",0,0,1,1,53,,,,,,,
301160711260013,2007,11/26/2007,14:30,3,66023,,,CAISSE,,,EVELYN,," CAISSE  &  EVELYN , Montreal, QC",0,0,1,1,27,,,,,,,
301160711290013,2007,11/29/2007,17:30,3,66023,,,LASALLE,,,BANNANTYNE,," LASALLE  &  BANNANTYNE , Montreal, QC",0,0,1,1,47,,,,,,,
301160712010002,2007,12/1/2007,3:59,3,66023,4460,,VERDUN,,,WILLIBRORD,,"4460 VERDUN, Montreal, QC",0,0,1,1,32,,,,,,,
301160712280012,2007,12/28/2007,17:50,3,66023,,,DE VERDUN,,,1RE AV,," DE VERDUN  &  1RE AV , Montreal, QC",0,0,1,2,38,62,,,,,,
301200701090049,2007,1/9/2007,17:20,3,66023,,,AYLMER,,,DE MAISONNEUVE,," AYLMER  &  DE MAISONNEUVE , Montreal, QC",0,0,1,1,53,,,,,,,
301200701110052,2007,1/11/2007,16:00,3,66023,,,NAZARETH,,,WILLIAM,," NAZARETH  &  WILLIAM , Montreal, QC",0,0,1,1,51,,,,,,,
301200701110057,2007,1/11/2007,17:15,3,66023,,,FRERE ANDRE,,,RENE LEVESQUE,," FRERE ANDRE  &  RENE LEVESQUE , Montreal, QC",0,0,1,1,52,,,,,,,
301200701160012,2007,1/16/2007,15:45,3,66023,,,RENE LEVESQUE,,,BISHOP,," RENE LEVESQUE  &  BISHOP , Montreal, QC",0,0,1,1,53,,,,,,,
301200701180026,2007,1/18/2007,9:00,3,66023,,,DE LA MONTAGNE,,,RENE LEVESQUE,," DE LA MONTAGNE  &  RENE LEVESQUE , Montreal, QC",0,0,1,1,33,,,,,,,
301200702080036,2007,2/8/2007,19:50,3,66023,,,MACKAY,,,GUY,," MACKAY  &  GUY , Montreal, QC",0,0,1,1,20,,,,,,,
301200702080038,2007,2/8/2007,20:58,3,66023,,,UNIVERSITY,,,STE CATHERINE,," UNIVERSITY  &  STE CATHERINE , Montreal, QC",0,0,1,4,22,33,,,,,,
301200702150009,2007,2/15/2007,12:30,3,66023,,,MANSFIELD,,,RENE LEVESQUE,O," MANSFIELD  &  RENE LEVESQUE O, Montreal, QC",0,0,1,1,31,,,,,,,
301200702160017,2007,2/16/2007,12:15,3,66023,,,DE MAISONNEUVE,,,GUY,," DE MAISONNEUVE  &  GUY , Montreal, QC",0,0,1,1,54,,,,,,,
301200702220020,2007,2/22/2007,10:45,3,66023,800,,DE LA GAUCHETIERE,,,STAT INT,,"800 DE LA GAUCHETIERE, Montreal, QC",0,0,1,1,44,,,,,,,
301200702230006,2007,2/23/2007,21:00,3,66023,,,ST ANTOINE,,,PEEL,," ST ANTOINE  &  PEEL , Montreal, QC",0,0,1,1,,,,,,,,
301200702260021,2007,2/26/2007,15:35,3,66023,,,DUKE,,,WILLIAM,," DUKE  &  WILLIAM , Montreal, QC",0,0,1,1,24,,,,,,,
301200702270016,2007,2/27/2007,15:14,3,66023,,,GUY,,,DE MAISONNEUVE,," GUY  &  DE MAISONNEUVE , Montreal, QC",0,0,1,1,57,,,,,,,
301200703030015,2007,3/3/2007,17:40,3,66023,,,DE MAISONNEUVE,,,GUY,," DE MAISONNEUVE  &  GUY , Montreal, QC",0,0,1,1,40,,,,,,,
301200703060029,2007,3/6/2007,12:15,3,66023,859,,SHERBROOKE,O,,MCGILL COLLEGE,,"859 SHERBROOKE, Montreal, QC",0,0,1,1,79,,,,,,,
301200703160050,2007,3/16/2007,,3,66023,1650,,CEDAR,,,DOCTEUR PENFIELD,,"1650 CEDAR, Montreal, QC",0,0,1,1,,,,,,,,
301200703220004,2007,3/22/2007,7:05,3,66023,,,DE LA MONTAGNE,,,STE CATHERINE,O," DE LA MONTAGNE  &  STE CATHERINE O, Montreal, QC",0,0,1,1,42,,,,,,,
301200704040001,2007,4/4/2007,1:00,3,66023,640,,STE CATHERINE,O,,,,"640 STE CATHERINE, Montreal, QC",0,0,1,1,44,,,,,,,
301200704180007,2007,4/18/2007,9:30,3,66023,687,,DES PINS,O,,,,"687 DES PINS, Montreal, QC",0,0,1,1,,,,,,,,
301200704250002,2007,4/25/2007,8:25,3,66023,,,AYLMER,,,SHERBROOKE,O," AYLMER  &  SHERBROOKE O, Montreal, QC",0,0,1,1,56,,,,,,,
301200704250018,2007,4/25/2007,14:06,3,66023,,,GUY,,,STE CATHERINE,," GUY  &  STE CATHERINE , Montreal, QC",0,0,1,1,,,,,,,,
301200704300047,2007,4/30/2007,21:30,2,66023,,,GUY,,,RENE LEVESQUE,," GUY  &  RENE LEVESQUE , Montreal, QC",0,1,0,1,40,,,,,,,
301200705040012,2007,5/4/2007,11:53,3,66023,,,RENE LEVESQUE,,,BISHOP,," RENE LEVESQUE  &  BISHOP , Montreal, QC",0,0,1,1,43,,,,,,,
301200705090052,2007,5/8/2007,15:10,3,66023,,,MANSFIELD,,,ST ANTOINE,," MANSFIELD  &  ST ANTOINE , Montreal, QC",0,0,1,1,36,,,,,,,
301200705130007,2007,5/13/2007,3:15,2,66023,,,RENE LEVESQUE,,,BISHOP,," RENE LEVESQUE  &  BISHOP , Montreal, QC",0,1,0,1,30,,,,,,,
301200705190001,2007,5/19/2007,0:05,3,66023,,,ST ANTOINE,,,LUCIEN L'ALLIER,," ST ANTOINE  &  LUCIEN L'ALLIER , Montreal, QC",0,0,1,1,50,,,,,,,
301200705260020,2007,5/26/2007,18:10,3,66023,,,CATHEDRALE,,,DE LA GAUCHETIERE,," CATHEDRALE  &  DE LA GAUCHETIERE , Montreal, QC",0,0,1,2,,,,,,,,
301200706080032,2007,6/8/2007,14:14,3,66023,630,,SHERBROOKE,O,,UNION,,"630 SHERBROOKE, Montreal, QC",0,0,1,1,56,,,,,,,
301200706110022,2007,6/11/2007,10:20,3,66023,,,STE CATHERINE,O,,CITY CORNEILLONS,," STE CATHERINE O &  CITY CORNEILLONS , Montreal, QC",0,0,1,1,49,,,,,,,
301200706130024,2007,6/13/2007,17:20,3,66023,,,MANSFIELD,,,DE LA GAUCHETIERE,O," MANSFIELD  &  DE LA GAUCHETIERE O, Montreal, QC",0,0,1,1,27,,,,,,,
301200706140009,2007,6/14/2007,9:30,3,66023,,,DE LA GAUCHETIERE,,,,,,0,0,2,3,47,45,45,,,,,
301200706140034,2007,6/14/2007,17:40,3,66023,,,VIGER,,,BEAVER HALL,," VIGER  &  BEAVER HALL , Montreal, QC",0,0,1,1,41,,,,,,,
301200706160009,2007,6/16/2007,1:36,3,66023,,,GUY,,,ST ANTOINE,," GUY  &  ST ANTOINE , Montreal, QC",0,0,1,1,,,,,,,,
301200706180024,2007,6/18/2007,12:10,3,66023,,,DE MAISONNEUVE,,,CRESCENT,," DE MAISONNEUVE  &  CRESCENT , Montreal, QC",0,0,1,1,27,,,,,,,
301200706290030,2007,6/29/2007,21:10,1,66023,,,MACKAY,,,SHERBROOKE,," MACKAY  &  SHERBROOKE , Montreal, QC",1,0,0,1,21,,,,,,,
301200707030025,2007,7/3/2007,16:22,3,66023,,,PEEL,,,DE LA GAUCHETIERE,," PEEL  &  DE LA GAUCHETIERE , Montreal, QC",0,0,1,1,,,,,,,,
301200707030026,2007,6/30/2007,3:00,3,66023,,,COTE DES NEIGES,,,DOCTEUR PENFIELD,," COTE DES NEIGES  &  DOCTEUR PENFIELD , Montreal, QC",0,0,1,1,,,,,,,,
301200707090009,2007,7/9/2007,11:00,3,66023,,,SHERBROOKE,,,DRUMMOND,," SHERBROOKE  &  DRUMMOND , Montreal, QC",0,0,2,3,76,30,48,,,,,
301200707200031,2007,7/20/2007,18:30,3,66023,,,ST ANTOINE,,,MANSFIELD,," ST ANTOINE  &  MANSFIELD , Montreal, QC",0,0,1,1,24,,,,,,,
301200707290004,2007,7/29/2007,3:09,3,66023,,,STE CATHERINE,,,MCGILL COLLEGE,," STE CATHERINE  &  MCGILL COLLEGE , Montreal, QC",0,0,1,2,22,46,,,,,,
301200708020012,2007,8/2/2007,12:37,3,66023,,,PEEL,,,MONT ROYAL,," PEEL  &  MONT ROYAL , Montreal, QC",0,0,1,1,46,,,,,,,
301200708140005,2007,8/14/2007,6:00,3,66023,1515,,CAMILIEN HOUDE,,,REMEMBRANCE,,"1515 CAMILIEN HOUDE, Montreal, QC",0,0,2,1,20,,,,,,,
301200708140005,2007,8/14/2007,6:00,3,66023,1515,,CAMILIEN HOUDE,,,REMEMBRANCE,,"1515 CAMILIEN HOUDE, Montreal, QC",0,0,2,1,20,,,,,,,
301200708210009,2007,8/21/2007,11:41,3,66023,,,STE CATHERINE,,,UNIVERSITY,," STE CATHERINE  &  UNIVERSITY , Montreal, QC",0,0,1,1,29,,,,,,,
301200708250018,2007,8/25/2007,18:35,3,66023,,,SHERBROOKE,,,AYLMER,," SHERBROOKE  &  AYLMER , Montreal, QC",0,0,1,1,20,,,,,,,
301200708300007,2007,8/30/2007,5:50,3,66023,,,STE CATHERINE,O,,DE LA MONTAGNE,," STE CATHERINE O &  DE LA MONTAGNE , Montreal, QC",0,0,1,1,63,,,,,,,
301200709010009,2007,9/1/2007,16:55,3,66023,,,DE LA MONTAGNE,,,ST ANTOINE,," DE LA MONTAGNE  &  ST ANTOINE , Montreal, QC",0,0,1,1,28,,,,,,,
301200709030001,2007,9/2/2007,23:50,2,66023,685,,CATHCART,,,UNIVERSITY,,"685 CATHCART, Montreal, QC",0,1,0,1,,,,,,,,
301200709070042,2007,9/7/2007,20:15,3,66023,,,UNIVERSITY,,,SHERBROOKE,," UNIVERSITY  &  SHERBROOKE , Montreal, QC",0,0,1,1,35,,,,,,,
301200709110030,2007,9/10/2007,15:00,3,66023,,,STE CATHERINE,,,DRUMMOND,," STE CATHERINE  &  DRUMMOND , Montreal, QC",0,0,1,1,,,,,,,,
301200709110039,2007,9/11/2007,17:40,3,66023,,,ST JACQUES,,,CATHEDRALE,," ST JACQUES  &  CATHEDRALE , Montreal, QC",0,0,1,1,56,,,,,,,
301200709150004,2007,9/15/2007,4:04,3,66023,,,NOTRE-DAME,,,DE LA MONTAGNE,," NOTRE-DAME  &  DE LA MONTAGNE , Montreal, QC",0,0,1,1,33,,,,,,,
301200709240022,2007,9/24/2007,12:50,3,66023,,,SHERBROOKE,O,,AYLMER,," SHERBROOKE O &  AYLMER , Montreal, QC",0,0,1,1,47,,,,,,,
301200709240043,2007,9/24/2007,0:42,3,66023,1212,,DRUMMOND,,,,,"1212 DRUMMOND, Montreal, QC",0,0,1,1,39,,,,,,,
301200709260009,2007,9/26/2007,9:50,3,66023,,,MACKAY,,,STE CATHERINE,," MACKAY  &  STE CATHERINE , Montreal, QC",0,0,1,1,34,,,,,,,
301200709270005,2007,9/27/2007,7:15,3,66023,,,ST ALEXANDRE,,,RENE LEVESQUE,O," ST ALEXANDRE  &  RENE LEVESQUE O, Montreal, QC",0,0,1,1,20,,,,,,,
301200710050018,2007,10/5/2007,14:20,3,66023,,,DE MAISONNEUVE,,,MCGILL COLLEGE,," DE MAISONNEUVE  &  MCGILL COLLEGE , Montreal, QC",0,0,1,1,40,,,,,,,
301200710080011,2007,10/8/2007,3:30,3,66023,,,DE LA MONTAGNE,,,DE MAISONNEUVE,," DE LA MONTAGNE  &  DE MAISONNEUVE , Montreal, QC",0,0,1,1,19,,,,,,,
301200710110023,2007,10/11/2007,21:10,3,66023,,,DE LA GAUCHETIERE,,,UNIVERSITY,," DE LA GAUCHETIERE  &  UNIVERSITY , Montreal, QC",0,0,1,1,45,,,,,,,
301200710140001,2007,10/13/2007,23:15,3,66023,,,RENE LEVESQUE,O,,STANLEY,," RENE LEVESQUE O &  STANLEY , Montreal, QC",0,0,1,1,28,,,,,,,
301200710160015,2007,10/16/2007,8:20,3,66023,,,GUY,,,ST JACQUES,O," GUY  &  ST JACQUES O, Montreal, QC",0,0,1,1,39,,,,,,,
301200710160032,2007,10/16/2007,15:00,3,66023,,,PEEL,,,STE CATHERINE,," PEEL  &  STE CATHERINE , Montreal, QC",0,0,1,1,57,,,,,,,
301200710190031,2007,10/19/2007,17:14,3,66023,,,PEEL,,,ST JACQUES,," PEEL  &  ST JACQUES , Montreal, QC",0,0,1,1,62,,,,,,,
301200710260017,2007,10/26/2007,14:07,2,66023,,,RENE LEVESQUE,,,STANLEY,," RENE LEVESQUE  &  STANLEY , Montreal, QC",0,1,0,1,38,,,,,,,
301200710310023,2007,10/31/2007,14:45,3,66023,,,MANSFIELD,,,SHERBROOKE,O," MANSFIELD  &  SHERBROOKE O, Montreal, QC",0,0,1,1,46,,,,,,,
301200711010017,2007,11/1/2007,11:30,3,66023,,,DE LA MONTAGNE,,,SHERBROOKE,O," DE LA MONTAGNE  &  SHERBROOKE O, Montreal, QC",0,0,1,1,85,,,,,,,
301200711010021,2007,11/1/2007,13:00,3,66023,,,CATHCART,,,MCGILL COLLEGE,," CATHCART  &  MCGILL COLLEGE , Montreal, QC",0,0,1,1,39,,,,,,,
301200711130007,2007,11/13/2007,8:00,2,66023,,,METCALFE,,,DE MAISONNEUVE,," METCALFE  &  DE MAISONNEUVE , Montreal, QC",0,1,0,1,22,,,,,,,
301200711170010,2007,11/16/2007,23:15,3,66023,,,DES PINS,,,UNIVERSITY,," DES PINS  &  UNIVERSITY , Montreal, QC",0,0,1,1,,,,,,,,
301200711200016,2007,11/20/2007,12:30,3,66023,A 377 ,,STE CATHERINE,O,,,,"A 377  STE CATHERINE, Montreal, QC",0,0,1,1,50,,,,,,,
301200711200028,2007,11/20/2007,17:25,3,66023,,,WELLINGTON,,,NAZARETH,," WELLINGTON  &  NAZARETH , Montreal, QC",0,0,1,1,17,,,,,,,
301200711240026,2007,11/24/2007,9:30,3,66023,,,MANSFIELD,,,CATHCART,," MANSFIELD  &  CATHCART , Montreal, QC",0,0,1,1,,,,,,,,
301200711300025,2007,11/30/2007,16:05,3,66023,,,UNIVERSITY,,,RENE LEVESQUE,," UNIVERSITY  &  RENE LEVESQUE , Montreal, QC",0,0,1,1,17,,,,,,,
301200711300026,2007,11/30/2007,16:15,3,66023,,,PEEL,,,DE MAISONNEUVE,O," PEEL  &  DE MAISONNEUVE O, Montreal, QC",0,0,1,1,31,,,,,,,
301200712010009,2007,12/1/2007,13:07,3,66023,3555,,COTE DES NEIGES,,,SEAFORTH,,"3555 COTE DES NEIGES, Montreal, QC",0,0,1,2,86,,,,,,,
301200712110007,2007,12/11/2007,8:04,3,66023,,,DE MAISONNEUVE,,,MANSFIELD,," DE MAISONNEUVE  &  MANSFIELD , Montreal, QC",0,0,1,1,37,,,,,,,
301200712260015,2007,12/26/2007,17:05,3,66023,1020,,STE CATHERINE,O,,PEEL,,"1020 STE CATHERINE, Montreal, QC",0,0,1,1,48,,,,,,,
301200712280023,2007,12/28/2007,17:25,3,66023,,,GUY,,,RENE LEVESQUE,," GUY  &  RENE LEVESQUE , Montreal, QC",0,0,1,1,,,,,,,,
301210701130033,2007,1/12/2007,22:00,3,66023,,,STE CATHERINE,E,,ST ANDRE,," STE CATHERINE E &  ST ANDRE , Montreal, QC",0,0,1,1,,,,,,,,
301210701180032,2007,1/18/2007,17:06,3,66023,,BD,RENE LEVESQUE,O,,ST URBAIN,,"BD RENE LEVESQUE O &  ST URBAIN , Montreal, QC",0,0,1,1,60,,,,,,,
301210701200016,2007,1/20/2007,13:10,3,66023,,,ST ANTOINE,,,ST URBAIN,," ST ANTOINE  &  ST URBAIN , Montreal, QC",0,0,1,1,86,,,,,,,
301210701290040,2007,1/29/2007,17:50,3,66023,,,DE MAISONNEUVE,O,,BLEURY,," DE MAISONNEUVE O &  BLEURY , Montreal, QC",0,0,1,1,46,,,,,,,
301210702070004,2007,2/7/2007,8:10,3,66023,,,ST DENIS,,,SHERBROOKE,E," ST DENIS  &  SHERBROOKE E, Montreal, QC",0,0,1,1,23,,,,,,,
301210702090017,2007,2/9/2007,12:49,2,66023,,,SHERBROOKE,,,ST DENIS,," SHERBROOKE  &  ST DENIS , Montreal, QC",0,1,0,1,38,,,,,,,
301210702090036,2007,2/9/2007,8:50,3,66023,,,LEROYER,,,ST JEAN BAPTISTE,," LEROYER  &  ST JEAN BAPTISTE , Montreal, QC",0,0,1,1,66,,,,,,,
301210702140040,2007,2/14/2007,14:22,3,66023,,,STE CATHERINE,E,,BERRI,," STE CATHERINE E &  BERRI , Montreal, QC",0,0,1,1,44,,,,,,,
301210702180030,2007,2/18/2007,10:25,3,66023,,,RENE LEVESQUE,,,SANGUINET,," RENE LEVESQUE  &  SANGUINET , Montreal, QC",0,0,1,1,,,,,,,,
301210702190039,2007,2/19/2007,8:20,3,66023,,,GOSFORD,,,CHAMPS DE MARS,," GOSFORD  &  CHAMPS DE MARS , Montreal, QC",0,0,1,1,,,,,,,,
301210702200022,2007,2/20/2007,10:00,3,66023,155,,PRESIDENT KENNEDY,,,ST URBAIN,,"155 PRESIDENT KENNEDY, Montreal, QC",0,0,1,1,26,,,,,,,
301210702260030,2007,2/26/2007,16:00,3,66023,,,SHERBROOKE,,,ST LAURENT,," SHERBROOKE  &  ST LAURENT , Montreal, QC",0,0,1,1,31,,,,,,,
301210703030001,2007,3/3/2007,0:30,3,66023,140,,ST PAUL,E,PL,PLACE JACQUES CARTIER,,"140 ST PAUL, Montreal, QC",0,0,1,2,29,,,,,,,
301210703090062,2007,3/9/2007,19:15,3,66023,1,AV,DU CASINO,,,,,"1 AV DU CASINO , Montreal, QC",0,0,1,1,,,,,,,,
301210703090063,2007,3/9/2007,22:40,3,66023,263,,STE CATHERINE,,,SANGUINET,,"263 STE CATHERINE, Montreal, QC",0,0,1,1,28,,,,,,,
301210704040018,2007,4/4/2007,11:55,3,66023,,,SHERBROOKE,,,COLONIALE,," SHERBROOKE  &  COLONIALE , Montreal, QC",0,0,1,1,32,,,,,,,
301210704110013,2007,4/11/2007,9:40,3,66023,,,MCGILL,,,NOTRE-DAME,," MCGILL  &  NOTRE-DAME , Montreal, QC",0,0,1,1,41,,,,,,,
301210704140014,2007,4/14/2007,3:18,3,66023,,,,,,,,,0,0,1,1,17,,,,,,,
301210704200059,2007,4/20/2007,22:41,1,66023,,,STE CATHERINE,E,,DU BULLION,," STE CATHERINE E &  DU BULLION , Montreal, QC",1,0,0,1,22,,,,,,,
301210704300024,2007,4/30/2007,14:00,3,66023,,,ST HUBERT,,,STE CATHERINE,," ST HUBERT  &  STE CATHERINE , Montreal, QC",0,0,1,1,,,,,,,,
301210705040018,2007,5/4/2007,9:00,3,66023,,,SHERBROOKE,,,ST URBAIN,," SHERBROOKE  &  ST URBAIN , Montreal, QC",0,0,1,1,31,,,,,,,
301210705040027,2007,5/4/2007,11:28,3,66023,1433,,ST LAURENT,,,DE MAISONNEUVE,,"1433 ST LAURENT, Montreal, QC",0,0,1,1,37,,,,,,,
301210705160014,2007,5/16/2007,8:15,3,66023,,,HOTEL DE VILLE,,,RENE LEVESQUE,," HOTEL DE VILLE  &  RENE LEVESQUE , Montreal, QC",0,0,1,1,50,,,,,,,
301210705250011,2007,5/24/2007,15:30,3,66023,,,STE CATHERINE,E,,BERRI,," STE CATHERINE E &  BERRI , Montreal, QC",0,0,1,1,,,,,,,,
301210705260044,2007,5/26/2007,18:30,3,66023,,,ST LAURENT,,,DE MAISONNEUVE,," ST LAURENT  &  DE MAISONNEUVE , Montreal, QC",0,0,1,1,38,,,,,,,
301210705290043,2007,5/29/2007,,3,66023,,,DE MAISONNEUVE,,,ST URBAIN,," DE MAISONNEUVE  &  ST URBAIN , Montreal, QC",0,0,1,1,52,,,,,,,
